total_packets,total_bytes,udp_packets,tcp_packets,icmp_packets,syn_packets,http_requests,dns_queries,baseline_packets,attack_packets,udp_tcp_ratio,syn_total_ratio,baseline_attack_ratio,bytes_per_packet,ntp_monlist_queries,ntp_responses,avg_ntp_response_size,dns_any_queries,dns_txt_queries,dns_responses,avg_dns_response_size,snmp_getbulk_requests,snmp_responses,avg_snmp_response_size,ssdp_msearch_packets,ssdp_responses,portmap_getport_calls,portmap_dump_calls,netbios_name_queries,netbios_dgram_packets,ldap_bind_requests,ldap_search_requests,mssql_sqlbatch_packets,mssql_rpc_packets,tftp_rrq_packets,tftp_wrq_packets,ntp_amplification_factor,dns_amplification_factor,snmp_amplification_factor,query_response_ratio,fragmentation_ratio,syn_ack_ratio,label,run_id
1343557060,133012709766,1343557060,0,0,0,0,0,0,1343557060,0.0,0.0,0.0,99.00041741881807,0,0,0,0,0,0,0,0,0,0,0,22939,0,0,671726568,671807553,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1353226376,133969980856,1353226376,0,0,0,0,0,0,1353226376,0.0,0.0,0.0,99.00042094361308,0,0,0,0,0,0,0,0,0,0,0,23105,0,0,676560514,676642757,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1362894389,134927120464,1362894389,0,0,0,0,0,0,1362894389,0.0,0.0,0.0,99.00042259547376,0,0,0,0,0,0,0,0,0,0,0,23260,0,0,681393988,681477141,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1372558914,135883904274,1372558914,0,0,0,0,0,0,1372558914,0.0,0.0,0.0,99.00041658539692,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,686226462,686309024,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1382227218,136841087482,1382227218,0,0,0,0,0,0,1382227218,0.0,0.0,0.0,99.000428945395,0,0,0,0,0,0,0,0,0,0,0,23603,0,0,691059018,691144597,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1391895165,137798216958,1391895165,0,0,0,0,0,0,1391895165,0.0,0.0,0.0,99.0004279223141,0,0,0,0,0,0,0,0,0,0,0,23755,0,0,695892716,695978694,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1401558463,138754875970,1401558463,0,0,0,0,0,0,1401558463,0.0,0.0,0.0,99.00041962787536,0,0,0,0,0,0,0,0,0,0,0,23925,0,0,700724809,700809729,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1411225427,139711917992,1411225427,0,0,0,0,0,0,1411225427,0.0,0.0,0.0,99.00042567189374,0,0,0,0,0,0,0,0,0,0,0,24097,0,0,705557304,705644026,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1420892928,140669003398,1420892928,0,0,0,0,0,0,1420892928,0.0,0.0,0.0,99.00042475121673,0,0,0,0,0,0,0,0,0,0,0,24250,0,0,710390778,710477900,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1430557585,141625796524,1430557585,0,0,0,0,0,0,1430557585,0.0,0.0,0.0,99.0004163474482,0,0,0,0,0,0,0,0,0,0,0,24415,0,0,715223581,715309589,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1440224493,142582830580,1440224493,0,0,0,0,0,0,1440224493,0.0,0.0,0.0,99.0004206101222,0,0,0,0,0,0,0,0,0,0,0,24591,0,0,720056220,720143682,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1449891898,143539914056,1449891898,0,0,0,0,0,0,1449891898,0.0,0.0,0.0,99.0004249654756,0,0,0,0,0,0,0,0,0,0,0,24750,0,0,724889100,724978048,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1459557402,144496794724,1459557402,0,0,0,0,0,0,1459557402,0.0,0.0,0.0,99.00041925449398,0,0,0,0,0,0,0,0,0,0,0,24912,0,0,729722068,729810422,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1469224045,145453794824,1469224045,0,0,0,0,0,0,1469224045,0.0,0.0,0.0,99.0004181588248,0,0,0,0,0,0,0,0,0,0,0,25088,0,0,734555122,734643835,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1478889509,146410686610,1478889509,0,0,0,0,0,0,1478889509,0.0,0.0,0.0,99.0004227624824,0,0,0,0,0,0,0,0,0,0,0,25246,0,0,739387000,739477263,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1488555581,147367626968,1488555581,0,0,0,0,0,0,1488555581,0.0,0.0,0.0,99.00041949995553,0,0,0,0,0,0,0,0,0,0,0,25404,0,0,744220007,744310170,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1498219357,148324343312,1498219357,0,0,0,0,0,0,1498219357,0.0,0.0,0.0,99.00041847610436,0,0,0,0,0,0,0,0,0,0,0,25577,0,0,749051626,749142154,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1507886014,149281355550,1507886014,0,0,0,0,0,0,1507886014,0.0,0.0,0.0,99.00042454402656,0,0,0,0,0,0,0,0,0,0,0,25748,0,0,753883927,753976339,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1517554246,150238516090,1517554246,0,0,0,0,0,0,1517554246,0.0,0.0,0.0,99.00042551098367,0,0,0,0,0,0,0,0,0,0,0,25900,0,0,758717564,758810782,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1527216796,151195099440,1527216796,0,0,0,0,0,0,1527216796,0.0,0.0,0.0,99.00041686026611,0,0,0,0,0,0,0,0,0,0,0,26069,0,0,763549400,763641327,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1536884262,152152186498,1536884262,0,0,0,0,0,0,1536884262,0.0,0.0,0.0,99.00041939397516,0,0,0,0,0,0,0,0,0,0,0,26245,0,0,768382475,768475542,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1546551551,153109259526,1546551551,0,0,0,0,0,0,1546551551,0.0,0.0,0.0,99.00042415462944,0,0,0,0,0,0,0,0,0,0,0,26396,0,0,773215230,773309925,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1556216029,154066029688,1556216029,0,0,0,0,0,0,1556216029,0.0,0.0,0.0,99.00041306411708,0,0,0,0,0,0,0,0,0,0,0,26563,0,0,778048316,778141150,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1565883383,155023112616,1565883383,0,0,0,0,0,0,1565883383,0.0,0.0,0.0,99.00042001786797,0,0,0,0,0,0,0,0,0,0,0,26738,0,0,782880840,782975805,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1575551412,155980262418,1575551412,0,0,0,0,0,0,1575551412,0.0,0.0,0.0,99.00042691720174,0,0,0,0,0,0,0,0,0,0,0,26893,0,0,787713711,787810808,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1585217752,156937223862,1585217752,0,0,0,0,0,0,1585217752,0.0,0.0,0.0,99.00042039271838,0,0,0,0,0,0,0,0,0,0,0,27058,0,0,792547235,792643459,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1594883291,157894110270,1594883291,0,0,0,0,0,0,1594883291,0.0,0.0,0.0,99.00041662045352,0,0,0,0,0,0,0,0,0,0,0,27230,0,0,797380055,797476006,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1604550999,158851225318,1604550999,0,0,0,0,0,0,1604550999,0.0,0.0,0.0,99.00042156154616,0,0,0,0,0,0,0,0,0,0,0,27389,0,0,802212976,802310634,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1614215017,159807967538,1614215017,0,0,0,0,0,0,1614215017,0.0,0.0,0.0,99.00042178705614,0,0,0,0,0,0,0,0,0,0,0,27552,0,0,807044582,807142883,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1623880955,160764893874,1623880955,0,0,0,0,0,0,1623880955,0.0,0.0,0.0,99.00041833670004,0,0,0,0,0,0,0,0,0,0,0,27724,0,0,811877570,811975661,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1633548104,161721956262,1633548104,0,0,0,0,0,0,1633548104,0.0,0.0,0.0,99.00042482128217,0,0,0,0,0,0,0,0,0,0,0,27892,0,0,816710016,816810196,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1643215196,162679000610,1643215196,0,0,0,0,0,0,1643215196,0.0,0.0,0.0,99.00042368522496,0,0,0,0,0,0,0,0,0,0,0,28043,0,0,821543321,821643832,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1652877490,163635561234,1652877490,0,0,0,0,0,0,1652877490,0.0,0.0,0.0,99.00041728682504,0,0,0,0,0,0,0,0,0,0,0,28214,0,0,826374843,826474433,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1662546126,164592771640,1662546126,0,0,0,0,0,0,1662546126,0.0,0.0,0.0,99.00042414823204,0,0,0,0,0,0,0,0,0,0,0,28388,0,0,831207969,831309769,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1672212970,165549795622,1672212970,0,0,0,0,0,0,1672212970,0.0,0.0,0.0,99.00042553909864,0,0,0,0,0,0,0,0,0,0,0,28540,0,0,836040852,836143578,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1681877416,166506563372,1681877416,0,0,0,0,0,0,1681877416,0.0,0.0,0.0,99.00041571876366,0,0,0,0,0,0,0,0,0,0,0,28708,0,0,840873872,840974836,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1691543490,167463517438,1691543490,0,0,0,0,0,0,1691543490,0.0,0.0,0.0,99.00042087478342,0,0,0,0,0,0,0,0,0,0,0,28881,0,0,845705909,845808700,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
1701211667,168420673226,1701211667,0,0,0,0,0,0,1701211667,0.0,0.0,0.0,99.00042216557408,0,0,0,0,0,0,0,0,0,0,0,29035,0,0,850539474,850643158,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,netbios,run2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
3753633,337826970,3753633,0,0,0,0,0,0,3753633,0.0,0.0,0.0,90.0,3753633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
9338912,840502080,9338912,0,0,0,0,0,0,9338912,0.0,0.0,0.0,90.0,9338912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
14921058,1342895220,14921058,0,0,0,0,0,0,14921058,0.0,0.0,0.0,90.0,14921058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
20502782,1845250380,20502782,0,0,0,0,0,0,20502782,0.0,0.0,0.0,90.0,20502782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
26086917,2347822530,26086917,0,0,0,0,0,0,26086917,0.0,0.0,0.0,90.0,26086917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
31669449,2850250410,31669449,0,0,0,0,0,0,31669449,0.0,0.0,0.0,90.0,31669449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
37252604,3352734360,37252604,0,0,0,0,0,0,37252604,0.0,0.0,0.0,90.0,37252604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
42830924,3854783160,42830924,0,0,0,0,0,0,42830924,0.0,0.0,0.0,90.0,42830924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
48416079,4357447110,48416079,0,0,0,0,0,0,48416079,0.0,0.0,0.0,90.0,48416079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
53998892,4859900280,53998892,0,0,0,0,0,0,53998892,0.0,0.0,0.0,90.0,53998892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
59582491,5362424190,59582491,0,0,0,0,0,0,59582491,0.0,0.0,0.0,90.0,59582491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
65161975,5864577750,65161975,0,0,0,0,0,0,65161975,0.0,0.0,0.0,90.0,65161975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
70745856,6367127040,70745856,0,0,0,0,0,0,70745856,0.0,0.0,0.0,90.0,70745856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
76326752,6869407680,76326752,0,0,0,0,0,0,76326752,0.0,0.0,0.0,90.0,76326752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
81905985,7371538650,81905985,0,0,0,0,0,0,81905985,0.0,0.0,0.0,90.0,81905985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
87489739,7874076510,87489739,0,0,0,0,0,0,87489739,0.0,0.0,0.0,90.0,87489739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
93072417,8376517530,93072417,0,0,0,0,0,0,93072417,0.0,0.0,0.0,90.0,93072417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
98657223,8879150070,98657223,0,0,0,0,0,0,98657223,0.0,0.0,0.0,90.0,98657223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
104234683,9381121470,104234683,0,0,0,0,0,0,104234683,0.0,0.0,0.0,90.0,104234683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
109818789,9883691010,109818789,0,0,0,0,0,0,109818789,0.0,0.0,0.0,90.0,109818789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
115401431,10386128790,115401431,0,0,0,0,0,0,115401431,0.0,0.0,0.0,90.0,115401431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
120982653,10888438770,120982653,0,0,0,0,0,0,120982653,0.0,0.0,0.0,90.0,120982653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
126565747,11390917230,126565747,0,0,0,0,0,0,126565747,0.0,0.0,0.0,90.0,126565747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
132147768,11893299120,132147768,0,0,0,0,0,0,132147768,0.0,0.0,0.0,90.0,132147768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
137731728,12395855520,137731728,0,0,0,0,0,0,137731728,0.0,0.0,0.0,90.0,137731728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
143310733,12897965970,143310733,0,0,0,0,0,0,143310733,0.0,0.0,0.0,90.0,143310733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
148895659,13400609310,148895659,0,0,0,0,0,0,148895659,0.0,0.0,0.0,90.0,148895659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
154478725,13903085250,154478725,0,0,0,0,0,0,154478725,0.0,0.0,0.0,90.0,154478725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
160061696,14405552640,160061696,0,0,0,0,0,0,160061696,0.0,0.0,0.0,90.0,160061696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
165644051,14907964590,165644051,0,0,0,0,0,0,165644051,0.0,0.0,0.0,90.0,165644051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
171228349,15410551410,171228349,0,0,0,0,0,0,171228349,0.0,0.0,0.0,90.0,171228349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
176810530,15912947700,176810530,0,0,0,0,0,0,176810530,0.0,0.0,0.0,90.0,176810530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
182390045,16415104050,182390045,0,0,0,0,0,0,182390045,0.0,0.0,0.0,90.0,182390045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
187975037,16917753330,187975037,0,0,0,0,0,0,187975037,0.0,0.0,0.0,90.0,187975037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
193557752,17420197680,193557752,0,0,0,0,0,0,193557752,0.0,0.0,0.0,90.0,193557752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
199142284,17922805560,199142284,0,0,0,0,0,0,199142284,0.0,0.0,0.0,90.0,199142284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
204721016,18424891440,204721016,0,0,0,0,0,0,204721016,0.0,0.0,0.0,90.0,204721016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
210307328,18927659520,210307328,0,0,0,0,0,0,210307328,0.0,0.0,0.0,90.0,210307328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
215889815,19430083350,215889815,0,0,0,0,0,0,215889815,0.0,0.0,0.0,90.0,215889815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
221469493,19932254370,221469493,0,0,0,0,0,0,221469493,0.0,0.0,0.0,90.0,221469493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
227055303,20434977270,227055303,0,0,0,0,0,0,227055303,0.0,0.0,0.0,90.0,227055303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
232638196,20937437640,232638196,0,0,0,0,0,0,232638196,0.0,0.0,0.0,90.0,232638196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
238222906,21440061540,238222906,0,0,0,0,0,0,238222906,0.0,0.0,0.0,90.0,238222906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
243800226,21942020340,243800226,0,0,0,0,0,0,243800226,0.0,0.0,0.0,90.0,243800226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
249385411,22444686990,249385411,0,0,0,0,0,0,249385411,0.0,0.0,0.0,90.0,249385411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
254967817,22947103530,254967817,0,0,0,0,0,0,254967817,0.0,0.0,0.0,90.0,254967817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
260550348,23449531320,260550348,0,0,0,0,0,0,260550348,0.0,0.0,0.0,90.0,260550348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
266134394,23952095460,266134394,0,0,0,0,0,0,266134394,0.0,0.0,0.0,90.0,266134394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
271717362,24454562580,271717362,0,0,0,0,0,0,271717362,0.0,0.0,0.0,90.0,271717362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
277301717,24957154530,277301717,0,0,0,0,0,0,277301717,0.0,0.0,0.0,90.0,277301717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
282879656,25459169040,282879656,0,0,0,0,0,0,282879656,0.0,0.0,0.0,90.0,282879656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
288466122,25961950980,288466122,0,0,0,0,0,0,288466122,0.0,0.0,0.0,90.0,288466122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
294049859,26464487310,294049859,0,0,0,0,0,0,294049859,0.0,0.0,0.0,90.0,294049859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
299634077,26967066930,299634077,0,0,0,0,0,0,299634077,0.0,0.0,0.0,90.0,299634077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
305213455,27469210950,305213455,0,0,0,0,0,0,305213455,0.0,0.0,0.0,90.0,305213455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
310798621,27971875890,310798621,0,0,0,0,0,0,310798621,0.0,0.0,0.0,90.0,310798621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
316380877,28474278930,316380877,0,0,0,0,0,0,316380877,0.0,0.0,0.0,90.0,316380877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
321961108,28976499720,321961108,0,0,0,0,0,0,321961108,0.0,0.0,0.0,90.0,321961108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
327545829,29479124610,327545829,0,0,0,0,0,0,327545829,0.0,0.0,0.0,90.0,327545829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
333129385,29981644650,333129385,0,0,0,0,0,0,333129385,0.0,0.0,0.0,90.0,333129385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
338714022,30484261980,338714022,0,0,0,0,0,0,338714022,0.0,0.0,0.0,90.0,338714022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
344291850,30986266500,344291850,0,0,0,0,0,0,344291850,0.0,0.0,0.0,90.0,344291850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
349875963,31488836670,349875963,0,0,0,0,0,0,349875963,0.0,0.0,0.0,90.0,349875963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
355458025,31991222250,355458025,0,0,0,0,0,0,355458025,0.0,0.0,0.0,90.0,355458025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
361039632,32493566880,361039632,0,0,0,0,0,0,361039632,0.0,0.0,0.0,90.0,361039632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
366623453,32996110770,366623453,0,0,0,0,0,0,366623453,0.0,0.0,0.0,90.0,366623453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ntp,run1
