delta_pps_5w,delta_pps_10w,pps_variance,pps_baseline,ratio_vs_baseline,top_ip_pps_50ms,top_ip_pps_1s,top_ip_pps_1min,ratio_50ms_1min,num_heavy_hitters,ip_concentration,new_ips_ratio,attack_entropy,adaptive_threshold,pps_dns,heavy_hitters_dns,ip_concentration_dns,ratio_vs_total_dns,pps_ntp,heavy_hitters_ntp,ip_concentration_ntp,ratio_vs_total_ntp,pps_snmp,heavy_hitters_snmp,ip_concentration_snmp,ratio_vs_total_snmp,pps_ssdp,heavy_hitters_ssdp,ip_concentration_ssdp,ratio_vs_total_ssdp,pps_portmap,heavy_hitters_portmap,ip_concentration_portmap,ratio_vs_total_portmap,pps_netbios,heavy_hitters_netbios,ip_concentration_netbios,ratio_vs_total_netbios,pps_ldap,heavy_hitters_ldap,ip_concentration_ldap,ratio_vs_total_ldap,pps_mssql,heavy_hitters_mssql,ip_concentration_mssql,ratio_vs_total_mssql,pps_tftp,heavy_hitters_tftp,ip_concentration_tftp,ratio_vs_total_tftp,pps_syn,heavy_hitters_syn,ip_concentration_syn,ratio_vs_total_syn,pps_http,heavy_hitters_http,ip_concentration_http,ratio_vs_total_http,pps_udp_other,heavy_hitters_udp_other,ip_concentration_udp_other,ratio_vs_total_udp_other,avg_packet_size,packet_size_variance,label
196864.0,0.0,10120688640.0,259532.375,1.3464215993881226,839.8355712890625,19744.0,330.13336181640625,2.5439281463623047,0.0,0.0072948327288031,0.0,0.9927051663398744,697356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28168639.922579743,200.0,0.0055459421115422,0.5721937959705787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9926432.4022917,200.0,0.0058864793973221,0.2016371060982509,11105966.383422283,200.0,0.0059973284627756,0.2255971562815182,0.0,0.0,0.0,0.0,83.56296893065361,287.9748054237236,mixed
211822.0,3398.0,8190462464.0,237849.5,1.477160930633545,299.21875,1248.0,3139.2001953125,0.0953168720006942,0.0,0.0083169182762503,0.0,0.991683065891266,522326.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132853044.8073638,200.0,0.0052829249530532,1.0005659437678274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,6.128491873047551,mssql
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
164773.0,-34530.0,15725070336.0,351372.6875,1.1642765998840332,1960.302734375,13088.0,8695.466796875,0.2254396229982376,0.0,0.0072676935233175,0.0,0.9927322864532472,796025.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28073094.50595723,200.0,0.0056973908539611,0.9997303099278312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56949.54104840581,0.0,0.0212765957446808,0.0020280693427113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9414880419422,144.54996959125387,mixed
128004.0,-20.0,4167852544.0,170195.296875,1.3342084884643557,382.9801330566406,11872.0,11344.0009765625,0.0337605886161327,0.0,0.0090286424383521,0.0,0.9909713864326476,373507.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56864551.30129965,200.0,0.0054089011699688,1.0013486970623022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.00087772348499,12.897562476536391,tftp
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
148133.0,23.0,7643900928.0,224193.0625,1.3725312948226929,396.3659973144531,15104.0,17081.6015625,0.0232042651623487,0.0,0.0078304931521415,0.0,0.9921694993972778,494677.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86891256.83782254,200.0,0.0053985203796761,1.0003735342272555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,18.70822787682482,portmap
121088.0,-17736.0,3821450240.0,157880.609375,1.3571773767471311,177.50650024414062,11456.0,4476.26708984375,0.0396550297737121,0.0,0.0086350049823522,0.0,0.9913650155067444,348586.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103180763.92324348,200.0,0.0053824479255516,1.0004943706485083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.423952257920064,mssql
110080.0,0.0,3145160704.0,86976.546875,2.248698234558105,341.5414428710937,11680.0,623.4666748046875,0.5478102564811707,0.0,0.0097719868645071,0.0,0.990227997303009,338124.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51040899.55376087,200.0,0.0054461368140992,1.0003274706169545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,19.8972813984783,portmap
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
200598.0,22942.0,7828987392.0,228651.875,1.463981032371521,290.3517761230469,10976.0,2324.800048828125,0.1248932257294654,0.0,0.0076019349507987,0.0,0.9923980832099916,503107.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115443283.18566674,200.0,0.005367117128974,0.9998473539598488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,12.829899674706212,snmp
0.0,0.0,0.0,0.0,1.0,0.0,0.0,6296.00048828125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,benign
176755.0,-28930.0,11013528576.0,270707.875,1.3471791744232178,387.9902038574219,22720.0,7570.1337890625,0.0512527525424957,0.0,0.0083771673962473,0.0,0.991622805595398,594951.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131994372.61404552,200.0,0.0053292476531385,1.000167211057003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,15.38634000192451,portmap
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
261809.0,-682.0,17107292160.0,338114.875,1.368194818496704,864.1769409179688,17344.0,2886.93359375,0.2993407845497131,0.0,0.0072318818420171,0.0,0.9927681088447572,744943.625,1213.2159513932536,0.0,0.25,1.4832723955590823e-05,1213.2159513932536,0.0,0.25,1.4832723955590823e-05,909.91196354494,0.0,0.3333333333333333,1.1124542966693115e-05,1516.519939241567,0.0,0.2,1.854090494448853e-05,2123.127914938194,0.0,0.1428571428571428,2.5957266922283944e-05,3639.647854179761,0.0,0.0833333333333333,4.449817186677247e-05,909.91196354494,0.0,0.3333333333333333,1.1124542966693115e-05,2123.127914938194,0.0,0.1428571428571428,2.5957266922283944e-05,2123.127914938194,0.0,0.1428571428571428,2.5957266922283944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81993986.85896166,200.0,0.0053378018465909,1.0024548158146505,330.5452286835216,17298.048313318104,udp
0.0,0.0,0.0,0.0,1.0,0.0,0.0,10617.6005859375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.45506227412216,0.0,benign
174450.0,-6779.0,11344322560.0,272974.375,1.330762267112732,243.5786895751953,12800.0,10368.5341796875,0.0234921053051948,0.0,0.0072223306633532,0.0,0.9927776455879213,595262.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181447993.48564464,200.0,0.0052239852546379,1.0001719920182348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,10.116343416295422,portmap
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
201610.0,-27486.0,10218608640.0,262306.28125,1.357558012008667,350.8434753417969,14464.0,15678.400390625,0.0223775040358304,0.0,0.0071999998763203,0.0,0.992799997329712,575710.75,118855370.4517455,200.0,0.0053240171484057,0.9995438638281484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.24925054292875,13.674032334601208,dns
0.0,0.0,0.0,110403.453125,0.0,0.0,0.0,4871.466796875,0.0,0.0,0.0,0.0,1.0,355365.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50102482.39759894,200.0,0.0054431340603188,0.99789384225987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,ldap
218784.0,-263.0,12065853440.0,283098.4375,1.3615052700042725,449.9465026855469,20096.0,3169.60009765625,0.1419568657875061,0.0,0.008173881098628,0.0,0.9918261170387268,624272.75,0.0,0.0,0.0,0.0,122379274.22567162,200.0,0.0052618996566826,0.9995959705452672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,18.518345154479903,ntp
224795.0,-72640.0,13065678848.0,286072.09375,1.3881361484527588,2102.013427734375,7712.0,11614.93359375,0.1809750646352768,0.0,0.0080616269260644,0.0,0.9919383525848388,633975.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14274378.517354175,200.0,0.0057793642699303,0.5192810565687995,13366913.352388944,200.0,0.0058540569976402,0.4862687983405603,0.0,0.0,0.0,0.0,83.40974038153874,678.4311992452098,webddos
228834.0,34233.0,13031029760.0,304165.9375,1.4433798789978027,373.9725646972656,19328.0,8324.267578125,0.0449255816638469,0.0,0.0078850537538528,0.0,0.9921149611473083,666136.0,4246.539732055111,0.0,0.1428571428571428,2.6543907414850934e-05,2426.5941326029206,0.0,0.125,1.5167947094200536e-05,2426.5941326029206,0.0,0.125,1.5167947094200536e-05,2426.5941326029206,0.0,0.125,1.5167947094200536e-05,2426.5941326029206,0.0,0.125,1.5167947094200536e-05,6976.458131233397,0.0,0.0869565217391304,4.360784789582654e-05,2123.2698660275555,0.0,0.1428571428571428,1.3271953707425467e-05,1819.9455994521904,0.0,0.1666666666666666,1.1375960320650402e-05,2123.2698660275555,0.0,0.1428571428571428,1.3271953707425467e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160149449.59072784,200.0,0.005242612897055,1.0010484843428866,329.9242152483372,17019.91888714232,udp
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
144804.0,0.0,7555217920.0,227617.953125,1.3226373195648191,263.78466796875,16512.0,5092.80029296875,0.0517956055700778,0.0,0.0079981181770563,0.0,0.9920018911361694,496104.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127718188.1103018,200.0,0.00528889899909,1.0003745336108358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.99804199517374,67.16874489209061,netbios
275702.0,35552.0,14281423872.0,312877.1875,1.4759529829025269,404.7287292480469,16576.0,17835.734375,0.0226920135319232,0.0,0.0073089702054858,0.0,0.9926910400390624,686953.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153151306.9452921,200.0,0.0052463358923926,1.0008215296326135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,7.765240962181906,mssql
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
