total_packets,total_bytes,udp_packets,tcp_packets,icmp_packets,syn_packets,http_requests,dns_queries,baseline_packets,attack_packets,udp_tcp_ratio,syn_total_ratio,baseline_attack_ratio,bytes_per_packet,ntp_monlist_queries,ntp_responses,avg_ntp_response_size,dns_any_queries,dns_txt_queries,dns_responses,avg_dns_response_size,snmp_getbulk_requests,snmp_responses,avg_snmp_response_size,ssdp_msearch_packets,ssdp_responses,portmap_getport_calls,portmap_dump_calls,netbios_name_queries,netbios_dgram_packets,ldap_bind_requests,ldap_search_requests,mssql_sqlbatch_packets,mssql_rpc_packets,tftp_rrq_packets,tftp_wrq_packets,ntp_amplification_factor,dns_amplification_factor,snmp_amplification_factor,query_response_ratio,fragmentation_ratio,syn_ack_ratio,label
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,udp
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,udp
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,udp
1301989,429449042,1301989,0,0,0,0,20,0,1301989,0.0,0.0,0.0,329.840760559421,4,0,0,0,0,9,315,0,0,0,0,14,10,0,20,20,0,19,26,0,0,0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,udp
8282767,2732758686,8282767,0,0,0,0,69,0,8282767,0.0,0.0,0.0,329.9330629486499,16,0,0,0,0,68,314,0,0,0,0,131,111,0,135,115,0,125,134,0,0,0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,udp
15264077,5036632714,15264077,0,0,0,0,129,0,15264077,0.0,0.0,0.0,329.9664115950149,35,0,0,0,0,104,314,0,0,0,0,253,229,0,252,211,0,230,246,0,0,0,0.0,0.0,0.0,0.33653846153846156,0.0,0.0,udp
22245083,7340464828,22245083,0,0,0,0,192,0,22245083,0.0,0.0,0.0,329.98145378913625,51,0,0,0,0,156,314,0,0,0,0,334,326,0,372,333,0,340,338,0,0,0,0.0,0.0,0.0,0.3269230769230769,0.0,0.0,udp
29225933,9643622846,29225933,0,0,0,0,244,0,29225933,0.0,0.0,0.0,329.9680063592837,65,0,0,0,0,213,316,0,0,0,0,457,436,0,488,434,0,452,454,0,0,0,0.0,0.0,0.0,0.3051643192488263,0.0,0.0,udp
36205947,11947151061,36205947,0,0,0,0,302,0,36205947,0.0,0.0,0.0,329.9775879636569,80,0,0,0,0,248,317,0,0,0,0,583,550,0,611,544,0,553,552,0,0,0,0.0,0.0,0.0,0.3225806451612903,0.0,0.0,udp
43185827,14250406029,43185827,0,0,0,0,366,0,43185827,0.0,0.0,0.0,329.97876893731825,97,0,0,0,0,302,313,0,0,0,0,655,646,0,726,653,0,664,652,0,0,0,0.0,0.0,0.0,0.3211920529801324,0.0,0.0,udp
