total_packets,total_bytes,udp_packets,tcp_packets,icmp_packets,syn_packets,http_requests,dns_queries,baseline_packets,attack_packets,udp_tcp_ratio,syn_total_ratio,baseline_attack_ratio,bytes_per_packet,ntp_monlist_queries,ntp_responses,avg_ntp_response_size,dns_any_queries,dns_txt_queries,dns_responses,avg_dns_response_size,snmp_getbulk_requests,snmp_responses,avg_snmp_response_size,ssdp_msearch_packets,ssdp_responses,portmap_getport_calls,portmap_dump_calls,netbios_name_queries,netbios_dgram_packets,ldap_bind_requests,ldap_search_requests,mssql_sqlbatch_packets,mssql_rpc_packets,tftp_rrq_packets,tftp_wrq_packets,ntp_amplification_factor,dns_amplification_factor,snmp_amplification_factor,query_response_ratio,fragmentation_ratio,syn_ack_ratio,label
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
11763553,1599843208,11763553,0,0,0,0,0,0,11763553,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,11763553,206,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
23837030,3241836080,23837030,0,0,0,0,0,0,23837030,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,23837030,420,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
35909396,4883677856,35909396,0,0,0,0,0,0,35909396,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,35909396,622,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
47982926,6525677936,47982926,0,0,0,0,0,0,47982926,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,47982926,828,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
60056327,8167660472,60056327,0,0,0,0,0,0,60056327,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,60056327,1041,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
72128085,9809419560,72128085,0,0,0,0,0,0,72128085,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,72128085,1250,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
84200096,11451213056,84200096,0,0,0,0,0,0,84200096,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,84200096,1457,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
96273231,13093159416,96273231,0,0,0,0,0,0,96273231,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,96273231,1660,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
108347998,14735327728,108347998,0,0,0,0,0,0,108347998,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,108347998,1873,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
120423159,16377549624,120423159,0,0,0,0,0,0,120423159,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,120423159,2084,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
132496930,18019582480,132496930,0,0,0,0,0,0,132496930,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,132496930,2289,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
144571598,19661737328,144571598,0,0,0,0,0,0,144571598,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,144571598,2496,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
156635587,21302439832,156635587,0,0,0,0,0,0,156635587,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,156635587,2703,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
168707003,22944152408,168707003,0,0,0,0,0,0,168707003,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,168707003,2920,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
180776528,24585607808,180776528,0,0,0,0,0,0,180776528,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,180776528,3124,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ssdp
