total_packets,total_bytes,udp_packets,tcp_packets,icmp_packets,syn_packets,http_requests,dns_queries,baseline_packets,attack_packets,udp_tcp_ratio,syn_total_ratio,baseline_attack_ratio,bytes_per_packet,ntp_monlist_queries,ntp_responses,avg_ntp_response_size,dns_any_queries,dns_txt_queries,dns_responses,avg_dns_response_size,snmp_getbulk_requests,snmp_responses,avg_snmp_response_size,ssdp_msearch_packets,ssdp_responses,portmap_getport_calls,portmap_dump_calls,netbios_name_queries,netbios_dgram_packets,ldap_bind_requests,ldap_search_requests,mssql_sqlbatch_packets,mssql_rpc_packets,tftp_rrq_packets,tftp_wrq_packets,ntp_amplification_factor,dns_amplification_factor,snmp_amplification_factor,query_response_ratio,fragmentation_ratio,syn_ack_ratio,label
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
1035016,84871312,1035016,0,0,0,0,0,0,1035016,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,17,1034999,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
10633898,871979636,10633898,0,0,0,0,0,0,10633898,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,156,10633742,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
20240981,1659760442,20240981,0,0,0,0,0,0,20240981,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,303,20240678,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
29836182,2446566924,29836182,0,0,0,0,0,0,29836182,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,439,29835743,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
39437256,3233854992,39437256,0,0,0,0,0,0,39437256,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,584,39436672,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
49041047,4021365854,49041047,0,0,0,0,0,0,49041047,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,730,49040317,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
58636570,4808198740,58636570,0,0,0,0,0,0,58636570,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,874,58635696,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
68236780,5595415960,68236780,0,0,0,0,0,0,68236780,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,1016,68235764,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
77842805,6383110010,77842805,0,0,0,0,0,0,77842805,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,1157,77841648,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
87444869,7170479258,87444869,0,0,0,0,0,0,87444869,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,1303,87443566,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
97046448,7957808736,97046448,0,0,0,0,0,0,97046448,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,1445,97045003,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
106647605,8745103610,106647605,0,0,0,0,0,0,106647605,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,1583,106646022,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
116247571,9532300822,116247571,0,0,0,0,0,0,116247571,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,1733,116245838,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
125844532,10319251624,125844532,0,0,0,0,0,0,125844532,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,1868,125842664,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
135443721,11106385122,135443721,0,0,0,0,0,0,135443721,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,2011,135441710,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
145044187,11893623334,145044187,0,0,0,0,0,0,145044187,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,2160,145042027,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
154641095,12680569790,154641095,0,0,0,0,0,0,154641095,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,2297,154638798,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
164240809,13467746338,164240809,0,0,0,0,0,0,164240809,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,2435,164238374,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
173842843,14255113126,173842843,0,0,0,0,0,0,173842843,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,2590,173840253,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
183439310,15042023420,183439310,0,0,0,0,0,0,183439310,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,2724,183436587,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
193039643,15829250726,193039643,0,0,0,0,0,0,193039643,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,2866,193036777,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
202644129,16616818578,202644129,0,0,0,0,0,0,202644129,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,3013,202641116,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,portmap
