total_packets,total_bytes,udp_packets,tcp_packets,icmp_packets,syn_packets,http_requests,dns_queries,baseline_packets,attack_packets,udp_tcp_ratio,syn_total_ratio,baseline_attack_ratio,bytes_per_packet,ntp_monlist_queries,ntp_responses,avg_ntp_response_size,dns_any_queries,dns_txt_queries,dns_responses,avg_dns_response_size,snmp_getbulk_requests,snmp_responses,avg_snmp_response_size,ssdp_msearch_packets,ssdp_responses,portmap_getport_calls,portmap_dump_calls,netbios_name_queries,netbios_dgram_packets,ldap_bind_requests,ldap_search_requests,mssql_sqlbatch_packets,mssql_rpc_packets,tftp_rrq_packets,tftp_wrq_packets,ntp_amplification_factor,dns_amplification_factor,snmp_amplification_factor,query_response_ratio,fragmentation_ratio,syn_ack_ratio,label
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,mssql
0,0,0,0,0,0,0,0,0,0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,mssql
1484168,89050080,1484168,0,0,0,0,0,0,1484168,0.0,0.0,0.0,60.0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1484144,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,mssql
5438028,326281680,5438028,0,0,0,0,0,0,5438028,0.0,0.0,0.0,60.0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,5437931,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,mssql
9391096,563465760,9391096,0,0,0,0,0,0,9391096,0.0,0.0,0.0,60.0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,9390923,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,mssql
13346512,800790720,13346512,0,0,0,0,0,0,13346512,0.0,0.0,0.0,60.0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,13346271,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,mssql
17295154,1037709240,17295154,0,0,0,0,0,0,17295154,0.0,0.0,0.0,60.0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,17294837,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,mssql
21250101,1275006060,21250101,0,0,0,0,0,0,21250101,0.0,0.0,0.0,60.0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,21249724,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,mssql
25206542,1512392520,25206542,0,0,0,0,0,0,25206542,0.0,0.0,0.0,60.0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,25206091,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,mssql
29154917,1749295020,29154917,0,0,0,0,0,0,29154917,0.0,0.0,0.0,60.0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,29154401,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,mssql
